sample_ID_EPFL	Sample name	title	CEL file	source name	organism	characteristics: organism_NCBI_txid	characteristics: strain	characteristics: sex	characteristics: age	characteristics: diet_ID	characteristics: diet_description	characteristics: dietary_intervention	characteristics: diet_composition	characteristics: diet_REF	characteristics: tissue	characteristics: tissue_REF	characteristics: tissue_sample_ID	characteristics: mean_extracted_RNA_concentration_before pooling	characteristics: mean_extracted_RNA_concentration_before pooling_unit	characteristics: mean_nanodrop_260_280_ratio_before_pooling	characteristics: mean_nanodrop_260_230_ratio_before_pooling	characteristics: assay_date	characteristics: geo_accession	platform	molecule	label	description	solvent	platform_name	data
BXD89_HFD_liver	GSM1466519_89_hfd.CEL	BXD89-liver-HFD	GSM1466519_89_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD89	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD89_HFD_216,BXD89_HFD_217,BXD89_HFD_218,BXD89_HFD_219	808.4	ng/ul	1.95	0.9275	2013-03-27	GSM1466519	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD89 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466519/suppl/GSM1466519_89_hfd.CEL.gz
BXD90_CD_liver	GSM1466520_90_cd.CEL	BXD90-liver-CD	GSM1466520_90_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD90	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD90_CD_204,BXD90_CD_203,BXD90_CD_202,BXD90_CD_201	1376.55	ng/ul	2.005	1.235	2013-03-27	GSM1466520	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD90 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466520/suppl/GSM1466520_90_cd.CEL.gz
BXD90_HFD_liver	GSM1466521_90_hfd.CEL	BXD90-liver-HFD	GSM1466521_90_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD90	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD90_HFD_209,BXD90_HFD_208,BXD90_HFD_207,BXD90_HFD_206	1141.15	ng/ul	2.005	1.1325	2013-03-27	GSM1466521	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD90 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466521/suppl/GSM1466521_90_hfd.CEL.gz
BXD92a_CD_liver	GSM1466522_92a_cd.CEL	BXD92a-liver-CD	GSM1466522_92a_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD92a	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	NA	NA	ng/ul	NA	NA	2013-03-27	GSM1466522	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD92a mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466522/suppl/GSM1466522_92a_cd.CEL.gz
BXD95_CD_liver	GSM1466523_95_cd.CEL	BXD95-liver-CD	GSM1466523_95_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD95	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD95_CD_241,BXD95_CD_242,BXD95_CD_243,BXD95_CD_244	1026.4	ng/ul	1.935	1.455	2013-03-27	GSM1466523	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD95 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466523/suppl/GSM1466523_95_cd.CEL.gz
BXD95_HFD_liver	GSM1466524_95_hfd.CEL	BXD95-liver-HFD	GSM1466524_95_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD95	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD95_HFD_246,BXD95_HFD_247,BXD95_HFD_248,BXD95_HFD_249,BXD95_HFD_250	1044.56	ng/ul	1.912	1.374	2013-03-27	GSM1466524	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD95 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466524/suppl/GSM1466524_95_hfd.CEL.gz
BXD96_CD_liver	GSM1466525_96_cd.CEL	BXD96-liver-CD	GSM1466525_96_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD96	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD96_CD_141,BXD96_CD_142,BXD96_CD_143,BXD96_CD_144,BXD96_CD_145	607.72	ng/ul	1.864	1.268	2013-03-27	GSM1466525	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD96 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466525/suppl/GSM1466525_96_cd.CEL.gz
BXD96_HFD_liver	GSM1466526_96_hfd.CEL	BXD96-liver-HFD	GSM1466526_96_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD96	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD96_HFD_146,BXD96_HFD_147,BXD96_HFD_148	638.633333333333	ng/ul	1.81666666666667	0.82	2013-03-27	GSM1466526	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD96 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466526/suppl/GSM1466526_96_hfd.CEL.gz
BXD97_CD_liver	GSM1466527_97_cd.CEL	BXD97-liver-CD	GSM1466527_97_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD97	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD97_CD_431,BXD97_CD_432,BXD97_CD_433,BXD97_CD_434,BXD97_CD_435	901.98	ng/ul	1.896	1.022	2013-03-27	GSM1466527	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD97 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466527/suppl/GSM1466527_97_cd.CEL.gz
BXD97_HFD_liver	GSM1466528_97_hfd.CEL	BXD97-liver-HFD	GSM1466528_97_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD97	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD97_HFD_439,BXD97_HFD_438,BXD97_HFD_437,BXD97_HFD_436	726.95	ng/ul	1.9875	1.25	2013-03-27	GSM1466528	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD97 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466528/suppl/GSM1466528_97_hfd.CEL.gz
BXD98_CD_liver	GSM1466529_98_cd.CEL	BXD98-liver-CD	GSM1466529_98_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD98	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD98_CD_412,BXD98_CD_413,BXD98_CD_415,BXD98_CD_426	1840.55	ng/ul	1.9925	1.135	2013-03-27	GSM1466529	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD98 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466529/suppl/GSM1466529_98_cd.CEL.gz
BXD98_HFD_liver	GSM1466530_98_hfd.CEL	BXD98-liver-HFD	GSM1466530_98_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD98	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD98_HFD_416,BXD98_HFD_417,BXD98_HFD_418,BXD98_HFD_419,BXD98_HFD_420	867.92	ng/ul	1.886	1.006	2013-03-28	GSM1466530	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD98 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466530/suppl/GSM1466530_98_hfd.CEL.gz
BXD99_CD_liver	GSM1466531_99_cd.CEL	BXD99-liver-CD	GSM1466531_99_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD99	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD99_CD_345,BXD99_CD_344,BXD99_CD_343,BXD99_CD_342	964.925	ng/ul	1.875	0.9075	2013-03-28	GSM1466531	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD99 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466531/suppl/GSM1466531_99_cd.CEL.gz
BXD99_HFD_liver	GSM1466532_99_hfd.CEL	BXD99-liver-HFD	GSM1466532_99_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD99	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD99_HFD_350,BXD99_HFD_349,BXD99_HFD_348,BXD99_HFD_347,BXD99_HFD_346	764.8	ng/ul	1.862	0.824	2013-03-28	GSM1466532	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD99 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466532/suppl/GSM1466532_99_hfd.CEL.gz
BXD100_CD_liver	GSM1466533_100_cd.CEL	BXD100-liver-CD	GSM1466533_100_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD100	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD100_CD_152,BXD100_CD_153,BXD100_CD_154	792.666666666667	ng/ul	1.91666666666667	1.37	2013-03-28	GSM1466533	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD100 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466533/suppl/GSM1466533_100_cd.CEL.gz
BXD100_HFD_liver	GSM1466534_100_hfd.CEL	BXD100-liver-HFD	GSM1466534_100_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD100	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD100_HFD_156,BXD100_HFD_157,BXD100_HFD_158,BXD100_HFD_159,BXD100_HFD_160	632.96	ng/ul	1.886	0.812	2013-03-28	GSM1466534	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD100 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466534/suppl/GSM1466534_100_hfd.CEL.gz
BXD101_CD_liver	GSM1466535_101_cd.CEL	BXD101-liver-CD	GSM1466535_101_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD101	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD101_CD_391,BXD101_CD_392,BXD101_CD_393,BXD101_CD_394	983.35	ng/ul	1.9175	0.96	2013-03-28	GSM1466535	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD101 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466535/suppl/GSM1466535_101_cd.CEL.gz
BXD101_HFD_liver	GSM1466536_101_hfd.CEL	BXD101-liver-HFD	GSM1466536_101_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD101	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD101_HFD_456,BXD101_HFD_457,BXD101_HFD_458,BXD101_HFD_459	862.5	ng/ul	1.8875	1.185	2013-03-28	GSM1466536	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD101 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466536/suppl/GSM1466536_101_hfd.CEL.gz
BXD103_CD_liver	GSM1466537_103_cd.CEL	BXD103-liver-CD	GSM1466537_103_cd.CEL.gz	liver, chow diet	Mus musculus	10090	BXD103	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD103_CD_882,BXD103_CD_883,BXD103_CD_887,BXD103_CD_884,BXD103_CD_888	1430.22	ng/ul	1.96	1.084	2013-03-28	GSM1466537	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD103 mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466537/suppl/GSM1466537_103_cd.CEL.gz
BXD103_HFD_liver	GSM1466538_103_hfd.CEL	BXD103-liver-HFD	GSM1466538_103_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	BXD103	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	BXD103_HFD_885,BXD103_HFD_886,BXD103_HFD_891,BXD103_HFD_892,BXD103_HFD_893	1117.98	ng/ul	1.922	0.864	2013-03-28	GSM1466538	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male BXD103 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466538/suppl/GSM1466538_103_hfd.CEL.gz
C57BL/6J_CD_liver	GSM1466539_c57_cd.CEL	C57BL/6J-liver-CD	GSM1466539_c57_cd.CEL.gz	liver, chow diet	Mus musculus	10090	C57BL/6J	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	C57BL/6J_CD_121,C57BL/6J_CD_122,C57BL/6J_CD_123,C57BL/6J_CD_124,C57BL/6J_CD_125	797.7	ng/ul	1.908	0.812	2013-03-21	GSM1466539	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male C57BL/6J mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466539/suppl/GSM1466539_c57_cd.CEL.gz
C57BL/6J_HFD_liver	GSM1466540_c57_hfd.CEL	C57BL/6J-liver-HFD	GSM1466540_c57_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	C57BL/6J	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	C57BL/6J_HFD_126,C57BL/6J_HFD_127,C57BL/6J_HFD_128,C57BL/6J_HFD_129,C57BL/6J_HFD_130	736.7	ng/ul	1.912	0.928	2013-03-21	GSM1466540	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male C57BL/6J mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466540/suppl/GSM1466540_c57_hfd.CEL.gz
DBA/2J_CD_liver	GSM1466541_dba_cd.CEL	DBA/2J-liver-CD	GSM1466541_dba_cd.CEL.gz	liver, chow diet	Mus musculus	10090	DBA/2J	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	DBA/2J_CD_132,DBA/2J_CD_133,DBA/2J_CD_134,DBA/2J_CD_135	665.925	ng/ul	1.9025	1.2325	2013-03-21	GSM1466541	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male DBA/2J mice fed on chow diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466541/suppl/GSM1466541_dba_cd.CEL.gz
DBA/2J_HFD_liver	GSM1466542_dba_hfd.CEL	DBA/2J-liver-HFD	GSM1466542_dba_hfd.CEL.gz	liver, high fat diet	Mus musculus	10090	DBA/2J	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	liver	http://purl.obolibrary.org/obo/MA_0000358	DBA/2J_HFD_136,DBA/2J_HFD_137,DBA/2J_HFD_138,DBA/2J_HFD_139,DBA/2J_HFD_140	808.86	ng/ul	1.836	1.102	2013-03-21	GSM1466542	GPL6246	total RNA	biotin	Gene expression data from pooled RNA extract of liver samples collected on 29 weeks old male DBA/2J mice fed on high fat diet	RNAse free water	Affymetrix Mouse Gene 1.0 ST Array	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1466nnn/GSM1466542/suppl/GSM1466542_dba_hfd.CEL.gz
